distance,epochs,learning_rate,train_loss_CV,train_loss_SN
0.012289355,563,0.0001,1.7709119,0.71676046
0.024304263,564,0.0001,1.7709688,0.71682054
0.013088847,565,0.0001,1.7709827,0.71683186
0.04170066,566,0.0001,1.7710077,0.71686727
0.09473294,567,0.0001,1.770766,0.71667194
0.16497394,568,0.0001,1.7707038,0.71661735
0.20397586,569,0.0001,1.7705542,0.7165358
0.024812307,570,0.0001,1.7705058,0.7165081
0.04188721,571,0.0001,1.7706716,0.7165346
0.027181754,572,0.0001,1.770768,0.7166317
0.02163666,573,0.0001,1.7708412,0.7167031
0.03031952,574,0.0001,1.7708977,0.71676636
0.025804548,575,0.0001,1.7709013,0.7167633
0.018058171,576,0.0001,1.7709242,0.7167856
0.03819867,577,0.0001,1.7709718,0.71684104
0.039125223,578,0.0001,1.7709663,0.7168216
0.028520139,579,0.0001,1.7709385,0.7168202
0.014343089,580,0.0001,1.770866,0.7167349
0.016508771,581,0.0001,1.7708893,0.716759
0.045190908,582,0.0001,1.7709076,0.71678567
0.04946145,583,0.0001,1.770742,0.7166428
0.083503544,584,0.0001,1.7707071,0.7166155
0.10419244,585,0.0001,1.7706792,0.71659744
0.079362735,586,0.0001,1.7705761,0.716526
0.08096522,587,0.0001,1.7707446,0.71661264
0.02836486,588,0.0001,1.7706437,0.71656454
0.012817926,589,0.0001,1.7708046,0.7166804
0.016177712,590,0.0001,1.7708846,0.71676046
0.045419805,591,0.0001,1.7710023,0.716892
0.053471398,592,0.0001,1.7708403,0.71674013
0.086935036,593,0.0001,1.7706343,0.71658915
0.12748237,594,0.0001,1.7706593,0.7165647
0.08348478,595,0.0001,1.7705075,0.71651506
0.014176676,596,0.0001,1.7706767,0.7165674
0.014588833,597,0.0001,1.7708269,0.7167114
0.026049811,598,0.0001,1.7709181,0.7168107
0.018177912,599,0.0001,1.7710052,0.7168926
0.5145409,600,0.0001,1.7715832,0.7174085
0.08115255,601,0.0001,1.7680293,0.71392363
0.033035725,602,0.0001,1.7707971,0.71668905
0.086657375,603,0.0001,1.7707454,0.7166354
0.15562673,604,0.0001,1.7704829,0.716551
0.09082488,605,0.0001,1.7705611,0.7165303
0.028725296,606,0.0001,1.7707094,0.7165963
0.025657646,607,0.0001,1.7707324,0.7166399
0.01897983,608,0.0001,1.770836,0.71672857
0.014427294,609,0.0001,1.7709566,0.7168582
0.2076187,610,0.0001,1.7711346,0.7169945
0.12613848,611,0.0001,1.7666909,0.7126249
0.10390446,612,0.0001,1.7688861,0.7147632
0.036727842,613,0.0001,1.7713339,0.7172229
0.014832428,614,0.0001,1.7708212,0.7167188
0.013976382,615,0.0001,1.7708627,0.71676475
0.01914302,616,0.0001,1.7709633,0.7168688
0.08382116,617,0.0001,1.7712345,0.7171451
0.1022399,618,0.0001,1.7704664,0.7163142
0.055960782,619,0.0001,1.7703165,0.7161926
0.021788275,620,0.0001,1.7707194,0.71662533
0.5926366,621,0.0001,1.7705582,0.71670336
0.12640728,622,0.0001,1.7690141,0.7155755
0.04097527,623,0.0001,1.7704178,0.7163291
0.017109683,624,0.0001,1.7706028,0.7165179
0.013730515,625,0.0001,1.7707862,0.71669155
0.017254202,626,0.0001,1.7708595,0.71677285
0.013551621,627,0.0001,1.7709477,0.7168561
0.07515016,628,0.0001,1.7712654,0.7171877
0.11874219,629,0.0001,1.7702677,0.71612084
0.50408113,630,0.0001,1.7701801,0.71597904
0.43392056,631,0.0001,1.7703093,0.71625036
0.3807682,632,0.0001,1.7705939,0.7168203
0.16252196,633,0.0001,1.7669462,0.7128341
0.41899264,634,0.0001,1.7683591,0.714361
0.107544966,635,0.0001,1.7678539,0.71357876
0.16387957,636,0.0001,1.7684882,0.7144107
0.10564583,637,0.0001,1.7654196,0.71129113
0.0808716,638,0.0001,1.7659402,0.7118099
0.4076534,639,0.0001,1.7671827,0.7130581
0.23592551,640,0.0001,1.7702938,0.71650857
0.0659423,641,0.0001,1.770437,0.7164157
0.013880763,642,0.0001,1.7707831,0.7166251
0.011587082,643,0.0001,1.7708653,0.7167178
0.011758596,644,0.0001,1.7673975,0.7167245
0.0128373895,645,0.0001,1.7674338,0.7167552
0.012848118,646,0.0001,1.7674807,0.71680564
0.01472538,647,0.0001,1.7675325,0.7168599
0.02472769,648,0.0001,1.7676449,0.71697307
0.09028223,649,0.0001,1.7682179,0.7175392
0.20783173,650,0.0001,1.7667036,0.71603286
0.095902696,651,0.0001,1.7645696,0.7138536
0.041797444,652,0.0001,1.7672608,0.7165841
0.01580796,653,0.0001,1.7672373,0.71656543
0.014029116,654,0.0001,1.7673088,0.71664155
0.015073292,655,0.0001,1.7673743,0.7167109
0.015314023,656,0.0001,1.7674204,0.71675485
0.015447588,657,0.0001,1.7674638,0.7168005
0.014248743,658,0.0001,1.7675345,0.7168699
0.059925564,659,0.0001,1.7678111,0.7171591
0.17673382,660,0.0001,1.7665097,0.71581435
0.12029511,661,0.0001,1.7655382,0.7148294
0.03408816,662,0.0001,1.7673352,0.71667296
0.012756613,663,0.0001,1.767241,0.71658087
0.014240973,664,0.0001,1.7673302,0.71667504
0.012414123,665,0.0001,1.7673976,0.71673924
0.013916864,666,0.0001,1.7674581,0.7168041
0.029725976,667,0.0001,1.7676,0.7169529
0.37199664,668,0.0001,1.768273,0.7175695
0.043011915,669,0.0001,1.7670975,0.7164733
0.017445894,670,0.0001,1.7671652,0.71652013
0.01166264,671,0.0001,1.767298,0.71664524
0.014853915,672,0.0001,1.7673614,0.71671766
0.015778963,673,0.0001,1.7674209,0.7167744
0.016588835,674,0.0001,1.7675208,0.7168749
0.09038521,675,0.0001,1.7680821,0.7174352
0.09350315,676,0.0001,1.766956,0.71627486
0.28835896,677,0.0001,1.7643858,0.7136566
0.52266526,678,0.0001,1.7656026,0.71501213
0.1493208,679,0.0001,1.7655661,0.71479946
0.1757391,680,0.0001,1.7674596,0.7167776
0.15912503,681,0.0001,1.766053,0.71537083
0.07272305,682,0.0001,1.7647687,0.7140626
0.040244155,683,0.0001,1.7673663,0.71670735
0.012696693,684,0.0001,1.7673211,0.71665514
0.0123373885,685,0.0001,1.7673562,0.7166932
0.015299734,686,0.0001,1.7674099,0.71674615
0.012777318,687,0.0001,1.7674481,0.7167898
0.019602213,688,0.0001,1.7675123,0.7168555
0.022676961,689,0.0001,1.7676264,0.71696883
0.3272998,690,0.0001,1.7683034,0.71760803
0.039073326,691,0.0001,1.7673662,0.7167394
0.012450844,692,0.0001,1.7672049,0.7165498
0.019804459,693,0.0001,1.7673005,0.7166499
0.013512426,694,0.0001,1.76736,0.7167057
0.018139532,695,0.0001,1.7674099,0.71675473
0.013918882,696,0.0001,1.76745,0.71680427
0.015837274,697,0.0001,1.7675222,0.71687335
0.085403584,698,0.0001,1.767853,0.7172122
0.12275477,699,0.0001,1.7666117,0.7159072
0.06811417,700,0.0001,1.766876,0.7161929
0.025536899,701,0.0001,1.7672688,0.7166235
0.05132868,702,0.0001,1.7671304,0.7165871
0.11827627,703,0.0001,1.7671467,0.7165241
0.10167372,704,0.0001,1.7670234,0.716502
0.039205387,705,0.0001,1.7671816,0.71655446
0.05280025,706,0.0001,1.7671075,0.7165096
0.05386168,707,0.0001,1.7672677,0.7166203
0.04829728,708,0.0001,1.7671701,0.71656513
0.07003263,709,0.0001,1.7673017,0.71664935
0.02817155,710,0.0001,1.7671729,0.71657723
0.012803566,711,0.0001,1.7672652,0.7166283
0.013057624,712,0.0001,1.7673343,0.7166994
0.040199783,713,0.0001,1.7673663,0.71673083
0.04707149,714,0.0001,1.7672391,0.7166323
0.026407095,715,0.0001,1.7671536,0.71655196
0.036842894,716,0.0001,1.7672303,0.7165973
0.03197393,717,0.0001,1.7671477,0.71658546
0.021506676,718,0.0001,1.7671386,0.7165171
0.015897347,719,0.0001,1.7671856,0.716584
0.044345174,720,0.0001,1.7672392,0.7166093
0.17272432,721,0.0001,1.7671294,0.71655536
0.15016493,722,0.0001,1.7669178,0.7165074
0.18188106,723,0.0001,1.7668611,0.71641976
0.017103372,724,0.0001,1.7671468,0.71653515
0.0125891,725,0.0001,1.7672449,0.7166198
0.014798324,726,0.0001,1.767329,0.71671027
0.020450551,727,0.0001,1.7674298,0.7168125
0.12107603,728,0.0001,1.7678362,0.7172275
0.48522455,729,0.0001,1.7667181,0.71601576
0.5302228,730,0.0001,1.7604736,0.71232164
0.116199695,731,0.0001,1.7638286,0.71314055
0.15745687,732,0.0001,1.7643834,0.71378267
0.07274211,733,0.0001,1.7609264,0.7102408
0.1444722,734,0.0001,1.7640439,0.71338946
0.3243072,735,0.0001,1.7636212,0.7129754
0.86645967,736,0.0001,1.7669172,0.7161566
0.40190232,737,0.0001,1.7674023,0.71691567
0.44173136,738,0.0001,1.7678062,0.7171967
0.110730425,739,0.0001,1.7631468,0.71235555
0.025844263,740,0.0001,1.76695,0.7162454
0.01620514,741,0.0001,1.7672967,0.7166009
0.0114229815,742,0.0001,1.7673464,0.7166567
0.012249271,743,0.0001,1.7639219,0.7166377
0.012117306,744,0.0001,1.7639564,0.71667236
0.012518321,745,0.0001,1.763983,0.7166993
0.012274451,746,0.0001,1.7640045,0.71672267
0.012956911,747,0.0001,1.7640262,0.7167442
0.013798477,748,0.0001,1.7640551,0.7167757
0.016918978,749,0.0001,1.7640926,0.71681386
0.022851715,750,0.0001,1.764206,0.71692973
0.14629166,751,0.0001,1.7649542,0.7176605
0.03165948,752,0.0001,1.7644213,0.7171634
0.011980693,753,0.0001,1.7638571,0.7165833
0.0154905245,754,0.0001,1.7638975,0.7166263
0.01284221,755,0.0001,1.7639345,0.7166613
0.0123895025,756,0.0001,1.7639645,0.7166929
0.012945313,757,0.0001,1.7640103,0.71674097
0.015526504,758,0.0001,1.7640798,0.7168122
0.039333213,759,0.0001,1.7642895,0.71702653
0.14620149,760,0.0001,1.763346,0.7160518
0.101345204,761,0.0001,1.7602886,0.7129834
0.027581343,762,0.0001,1.7638581,0.71658605
0.012412529,763,0.0001,1.7637892,0.7165282
0.012846268,764,0.0001,1.7638799,0.7166153
0.014886803,765,0.0001,1.7639257,0.7166708
0.011492334,766,0.0001,1.7639796,0.7167172
0.016722219,767,0.0001,1.7640556,0.71679944
0.06647694,768,0.0001,1.7643563,0.71710616
0.14593351,769,0.0001,1.7629017,0.71561193
0.10513379,770,0.0001,1.7611089,0.7137994
0.030350124,771,0.0001,1.7637427,0.7164836
0.011909337,772,0.0001,1.7637631,0.716508
0.0124236485,773,0.0001,1.7638519,0.7165986
0.011922613,774,0.0001,1.7639124,0.71666086
0.013602642,775,0.0001,1.763972,0.7167252
0.025910331,776,0.0001,1.7640644,0.71681863
0.08542498,777,0.0001,1.7645781,0.7173329
0.13471064,778,0.0001,1.7634066,0.71612895
0.11976959,779,0.0001,1.7593964,0.7121051
0.035313733,780,0.0001,1.7634516,0.7162023
0.013275738,781,0.0001,1.7637503,0.7165053
0.019484945,782,0.0001,1.7638212,0.71657515
0.013588195,783,0.0001,1.7638707,0.7166324
0.012760126,784,0.0001,1.7639225,0.7166841
0.013421321,785,0.0001,1.7639873,0.7167485
0.023973826,786,0.0001,1.7641054,0.71686786
0.46510756,787,0.0001,1.7646272,0.717326
0.12492726,788,0.0001,1.7595851,0.7123409
0.08168162,789,0.0001,1.7621593,0.7149049
0.12728114,790,0.0001,1.7610959,0.7138222
0.108479396,791,0.0001,1.7602412,0.71296674
0.21431229,792,0.0001,1.7611052,0.71385723
0.033050247,793,0.0001,1.763887,0.71663976
0.103664994,794,0.0001,1.7636732,0.7164873
0.09866348,795,0.0001,1.7636396,0.716513
0.15088192,796,0.0001,1.763536,0.71640736
0.088465065,797,0.0001,1.763567,0.7164023
0.05721762,798,0.0001,1.7636238,0.7164238
0.011624316,799,0.0001,1.763701,0.71648955
0.011005687,800,0.0001,1.7638218,0.7165948
0.0125199985,801,0.0001,1.7603396,0.7166131
0.025789201,802,0.0001,1.7604676,0.71674144
0.10273444,803,0.0001,1.7610482,0.7173123
0.116709076,804,0.0001,1.7597269,0.7159424
0.12263704,805,0.0001,1.7571651,0.7133854
0.038926657,806,0.0001,1.7600828,0.71634394
0.018288858,807,0.0001,1.7601067,0.71638453
0.045810807,808,0.0001,1.7602215,0.7164905
0.051253278,809,0.0001,1.7601744,0.7164715
0.09637337,810,0.0001,1.7601424,0.71643347
0.14975332,811,0.0001,1.7599603,0.7163974
0.108007826,812,0.0001,1.7600584,0.7164126
0.044544037,813,0.0001,1.7601292,0.7164216
0.012942837,814,0.0001,1.7601988,0.71647537
0.019003917,815,0.0001,1.76029,0.7165699
0.019655908,816,0.0001,1.7603825,0.71667266
0.02626043,817,0.0001,1.760516,0.7168018
0.22757508,818,0.0001,1.7602093,0.7164808
0.1083405,819,0.0001,1.7567953,0.71303695
0.09474049,820,0.0001,1.7571265,0.7133689
0.033193797,821,0.0001,1.7599026,0.7161925
0.014677873,822,0.0001,1.7601067,0.7163976
0.025123898,823,0.0001,1.7602049,0.7164915
0.10325198,824,0.0001,1.760141,0.716496
0.07671035,825,0.0001,1.76001,0.71639496
0.018721282,826,0.0001,1.7599123,0.71630365
0.019542148,827,0.0001,1.7601885,0.7164736
0.015247687,828,0.0001,1.7602081,0.71651167
0.016389415,829,0.0001,1.7603052,0.7165962
0.019243432,830,0.0001,1.7604364,0.71673614
0.37229332,831,0.0001,1.7606833,0.71689826
0.14826591,832,0.0001,1.7557288,0.7119665
0.031520925,833,0.0001,1.760113,0.7164264
0.05037967,834,0.0001,1.7601134,0.71640104
0.15976177,835,0.0001,1.760071,0.71643245
0.16449249,836,0.0001,1.7598736,0.7163476
0.1163379,837,0.0001,1.7599237,0.7162786
0.07694163,838,0.0001,1.7599664,0.71631294
0.024735374,839,0.0001,1.760035,0.71635944
0.01746256,840,0.0001,1.7601806,0.7164854
0.018073788,841,0.0001,1.7602735,0.7165823
0.014473534,842,0.0001,1.7604064,0.71670955
0.3623955,843,0.0001,1.7606888,0.71691203
0.18189183,844,0.0001,1.7580916,0.7143557
0.35877147,845,0.0001,1.7602247,0.7164756
0.23629749,846,0.0001,1.7594852,0.7157611
0.30930018,847,0.0001,1.7583759,0.7146446
0.079670526,848,0.0001,1.7588027,0.71500903
0.37055334,849,0.0001,1.7598245,0.71618795
0.14464489,850,0.0001,1.7568289,0.7130697
0.10892714,851,0.0001,1.7568699,0.7131193
0.19743097,852,0.0001,1.756889,0.7131853
0.15285677,853,0.0001,1.7556283,0.7118654
0.11928502,854,0.0001,1.7577432,0.7139629
0.08067076,855,0.0001,1.7556554,0.71188027
0.101494074,856,0.0001,1.7556739,0.71189696
0.07881241,857,0.0001,1.7568414,0.7131267
0.2644983,858,0.0001,1.7567003,0.712921
0.21041934,859,0.0001,1.760123,0.7163352
0.2544021,860,0.0001,1.7566614,0.71350396
0.14073429,861,0.0001,1.7574371,0.7138815
0.09689393,862,0.0001,1.7572902,0.7135237
0.28388262,863,0.0001,1.756638,0.7128957
0.20746168,864,0.0001,1.7580184,0.7142046
0.11356303,865,0.0001,1.7584525,0.71464384
0.17083271,866,0.0001,1.7571136,0.7133331
0.042572647,867,0.0001,1.7602317,0.71642935
0.013167257,868,0.0001,1.7602379,0.71645826
0.010666066,869,0.0001,1.7603269,0.71654844
0.0121747395,870,0.0001,1.7569835,0.71656364
0.011782599,871,0.0001,1.7570335,0.71661186
0.013351574,872,0.0001,1.7570949,0.7166727
0.023956968,873,0.0001,1.7572253,0.7168083
0.43033215,874,0.0001,1.7578887,0.71740395
0.06872369,875,0.0001,1.7554547,0.7150603
0.020019718,876,0.0001,1.7568429,0.7164242
0.012143507,877,0.0001,1.7568713,0.7164532
0.016330173,878,0.0001,1.7569461,0.71653324
0.01454329,879,0.0001,1.7570081,0.7165941
0.013325305,880,0.0001,1.7570778,0.7166627
0.036646392,881,0.0001,1.7572829,0.7168768
0.13348854,882,0.0001,1.7563182,0.71587384
0.114935085,883,0.0001,1.7527485,0.7123022
0.026953777,884,0.0001,1.7570984,0.7166824
0.01388717,885,0.0001,1.7567871,0.7163779
0.011083344,886,0.0001,1.756901,0.71649426
0.011805283,887,0.0001,1.756972,0.7165661
0.02470544,888,0.0001,1.7570605,0.71666056
0.02480446,889,0.0001,1.7572322,0.7168303
0.18727402,890,0.0001,1.7564753,0.7160161
0.11137884,891,0.0001,1.7538965,0.71346754
0.03086809,892,0.0001,1.756822,0.7164131
0.012050883,893,0.0001,1.756766,0.71637344
0.013967864,894,0.0001,1.7568938,0.71649593
0.011708993,895,0.0001,1.7569618,0.716564
0.01257075,896,0.0001,1.7570505,0.71665627
0.094158925,897,0.0001,1.7574047,0.71702
0.13674478,898,0.0001,1.7557193,0.7153007
0.24987464,899,0.0001,1.7540139,0.7136019
0.24365613,900,0.0001,1.7541691,0.7142735
0.094259754,901,0.0001,1.754571,0.7140734
0.27116165,902,0.0001,1.7549273,0.7145575
0.13145101,903,0.0001,1.7525097,0.7120874
0.17225304,904,0.0001,1.7542082,0.7137589
0.10429959,905,0.0001,1.753517,0.7130397
0.542302,906,0.0001,1.7538433,0.71350366
0.2506572,907,0.0001,1.7550323,0.7146024
0.14566155,908,0.0001,1.7544473,0.7139535
0.1238909,909,0.0001,1.7547125,0.7142844
0.23470171,910,0.0001,1.7567414,0.7163022
0.379108,911,0.0001,1.7561845,0.71569204
0.1390556,912,0.0001,1.753153,0.71314824
0.0908688,913,0.0001,1.7551789,0.71476793
0.022424752,914,0.0001,1.7567831,0.71636295
0.01180657,915,0.0001,1.7568622,0.7164418
0.011082875,916,0.0001,1.7569287,0.7165105
0.017971545,917,0.0001,1.7569699,0.7165506
0.011457266,918,0.0001,1.7569932,0.7165781
0.012801506,919,0.0001,1.7570142,0.71660024
0.011753958,920,0.0001,1.757035,0.7166241
0.011579536,921,0.0001,1.7570491,0.716638
0.011784278,922,0.0001,1.7570676,0.71665525
0.011932698,923,0.0001,1.7570891,0.7166803
0.013813905,924,0.0001,1.7571476,0.716739
0.025228988,925,0.0001,1.7573128,0.7169077
0.2871921,926,0.0001,1.7579628,0.7175186
0.12380774,927,0.0001,1.7540075,0.71359724
0.02424777,928,0.0001,1.7568393,0.7164301
0.011621258,929,0.0001,1.7568147,0.7164111
0.017635835,930,0.0001,1.7569056,0.7165056
0.013012221,931,0.0001,1.7569548,0.71655303
0.016852574,932,0.0001,1.7569866,0.7165823
0.018907815,933,0.0001,1.7570165,0.71662295
0.012272534,934,0.0001,1.7570591,0.7166579
0.01769613,935,0.0001,1.7571578,0.7167637
0.07402711,936,0.0001,1.75763,0.7172383
0.14672184,937,0.0001,1.755893,0.7154665
0.21381006,938,0.0001,1.7547737,0.7143348
0.2884106,939,0.0001,1.7565644,0.7161006
0.4038851,940,0.0001,1.7551833,0.7146995
0.17259206,941,0.0001,1.7539374,0.7135514
0.1292818,942,0.0001,1.7527593,0.7129453
0.35259324,943,0.0001,1.7528961,0.71256214
0.21578442,944,0.0001,1.7541733,0.7143262
0.26347688,945,0.0001,1.7532841,0.71292216
0.122182734,946,0.0001,1.7571515,0.7166609
0.5700664,947,0.0001,1.7566365,0.7162888
0.15199107,948,0.0001,1.7541014,0.7135891
0.1793622,949,0.0001,1.7547396,0.7142563
0.14979859,950,0.0001,1.7528667,0.71241385
0.027242195,951,0.0001,1.7568868,0.71643233
0.018224237,952,0.0001,1.7568591,0.7164292
0.012341944,953,0.0001,1.7569518,0.7165121
0.012925148,954,0.0001,1.7569754,0.71654356
0.01144884,955,0.0001,1.7569957,0.71656257
0.013685123,956,0.0001,1.7570015,0.71657145
0.010921694,957,0.0001,1.7570101,0.71657765
0.011295135,958,0.0001,1.7570168,0.7165876
0.011619677,959,0.0001,1.757019,0.7165906
0.01133718,960,0.0001,1.7570273,0.716599
0.015722,961,0.0001,1.7570387,0.71661204
0.013261779,962,0.0001,1.7570575,0.71663296
0.014039932,963,0.0001,1.7570785,0.71665555
0.012771374,964,0.0001,1.7571083,0.7166891
0.0136269415,965,0.0001,1.7571456,0.71672285
0.023293931,966,0.0001,1.7572362,0.71682155
0.08057717,967,0.0001,1.757699,0.71728456
0.12856297,968,0.0001,1.7564574,0.7159865
0.1020581,969,0.0001,1.7530392,0.71258616
0.03198086,970,0.0001,1.7568173,0.716397
0.013801363,971,0.0001,1.7568413,0.7164253
0.01095923,972,0.0001,1.7569091,0.7164967
0.01106301,973,0.0001,1.756957,0.7165428
0.022153798,974,0.0001,1.7569844,0.7165768
0.011997524,975,0.0001,1.7569987,0.7165868
0.012626356,976,0.0001,1.7570246,0.71661466
0.012239058,977,0.0001,1.7570578,0.7166498
0.013116365,978,0.0001,1.7571055,0.7166979
0.021705333,979,0.0001,1.7572287,0.7168258
0.19932681,980,0.0001,1.7579918,0.71756697
0.027504468,981,0.0001,1.7572918,0.7169147
0.014548996,982,0.0001,1.7568756,0.71647024
0.012717727,983,0.0001,1.7569209,0.71652114
0.014518037,984,0.0001,1.7569712,0.71656775
0.02192741,985,0.0001,1.7570138,0.7166134
0.021621117,986,0.0001,1.7570566,0.7166668
0.014315688,987,0.0001,1.7570826,0.7166828
0.03355842,988,0.0001,1.7572056,0.71681434
0.21639585,989,0.0001,1.7579002,0.7174823
0.03539576,990,0.0001,1.7568164,0.7164734
0.015808517,991,0.0001,1.7567717,0.7163797
0.052528795,992,0.0001,1.7568599,0.71647793
0.05838372,993,0.0001,1.7567858,0.71642774
0.026402917,994,0.0001,1.7567388,0.71639425
0.019692853,995,0.0001,1.7568138,0.7164224
0.016308187,996,0.0001,1.756874,0.7164854
0.012820487,997,0.0001,1.7569201,0.7165384
0.021702008,998,0.0001,1.7569748,0.716592
0.036183193,999,0.0001,1.7569902,0.71660167
0.1678278,1000,0.0001,1.7567713,0.7164564
